timestamp,suite,run_name,checkpoint,seed,task_id,task_name,episode_idx,success,total_reward,steps,max_steps,video_path
2026-06-01T13:24:51.374072+00:00,libero_10,sliding_window_corrected_h1_transition20,checkpoints/libero_long_corrected_transition20/sliding_window_corrected_h1_transition20/best.pt,42,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,0,0.0,300,300,results/rollout_videos_sliding_window_corrected_h1_transition20_train_task0/sliding_window_corrected_h1_transition20/seed42_task00_episode0_LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket.mp4
2026-06-01T13:24:59.334156+00:00,libero_10,sliding_window_corrected_h1_transition20,checkpoints/libero_long_corrected_transition20/sliding_window_corrected_h1_transition20/best.pt,42,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,0,0.0,300,300,results/rollout_videos_sliding_window_corrected_h1_transition20_train_task0/sliding_window_corrected_h1_transition20/seed42_task00_episode1_LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket.mp4
2026-06-01T13:25:08.350461+00:00,libero_10,sliding_window_corrected_h1_transition20,checkpoints/libero_long_corrected_transition20/sliding_window_corrected_h1_transition20/best.pt,42,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,2,0,0.0,300,300,results/rollout_videos_sliding_window_corrected_h1_transition20_train_task0/sliding_window_corrected_h1_transition20/seed42_task00_episode2_LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket.mp4
