timestamp,baseline,checkpoint,config,split,seed,mse_per_element,mae_per_element,legacy_mse_per_timestep,legacy_mae_per_timestep,first_action_mse_per_element,first_action_mae_per_element,valid_action_steps,valid_first_actions,per_horizon_mse,per_horizon_mae,per_dim_mse,per_dim_mae,gripper_sign_accuracy,gripper_transition_accuracy,gripper_transition_count,position_mse,position_mae,rotation_mse,rotation_mae,gripper_mse,gripper_mae
2026-06-02T15:13:23.383872+00:00,act_chunked_corrected_h20_task_balanced_transition20,checkpoints/libero_long_corrected_act_chunked_h20/act_chunked_corrected_h20_task_balanced_transition20/best.pt,configs/libero_long_act_chunked_corrected_h20.yaml,val,42,3.97388473355741,0.9909551159327384,27.81719313490187,6.936685811529169,2.0423375430099435,0.7068742666134079,4000,200,"[2.0423375430099435, 2.338520376344825, 3.025291274753943, 3.6749417753395996, 3.5458834589755353, 3.850518254077124, 4.121191002051144, 4.302503909324908, 4.43323405771275, 4.548472597000667, 4.601126882724813, 4.629632872665751, 4.60830223006853, 4.592927819595786, 4.519492939632578, 4.4234493444590495, 4.294889581961116, 4.12549765209625, 3.966173522272359, 3.833307577081541]","[0.7068742666134079, 0.7631952163996175, 0.8707531462905795, 0.9609730269533715, 0.9439147198692497, 0.9773244287432836, 1.0076765290095604, 1.0271694108151963, 1.0418682271947286, 1.0515907328831964, 1.0588079912015902, 1.0636711564460504, 1.0650210631266237, 1.065372067641999, 1.0575179574512212, 1.049096101566351, 1.0414844363369047, 1.032193673999448, 1.0211463529510156, 1.0134518131613732]","[0.30673292921008444, 0.16318905548002485, 0.20050960819631203, 0.4508062901069443, 0.5099735176603188, 0.26262036608561934, 25.92336136816257]","[0.4200453945531044, 0.2880120369966608, 0.3329160553633701, 0.44367497938498857, 0.5278339020140702, 0.35213485344022044, 4.572068589776754]",0.91575,0.9757894736842105,3800,0.2234771976288071,0.34699116230437843,0.40780005795096086,0.4412145782797598,25.92336136816257,4.572068589776754
