timestamp,baseline,checkpoint,config,split,seed,mse_per_element,mae_per_element,legacy_mse_per_timestep,legacy_mae_per_timestep,first_action_mse_per_element,first_action_mae_per_element,valid_action_steps,valid_first_actions,per_horizon_mse,per_horizon_mae,per_dim_mse,per_dim_mae,gripper_sign_accuracy,gripper_transition_accuracy,gripper_transition_count,position_mse,position_mae,rotation_mse,rotation_mae,gripper_mse,gripper_mae
2026-06-01T13:24:05.970719+00:00,sliding_window_corrected_h1_transition20,checkpoints/libero_long_corrected_transition20/sliding_window_corrected_h1_transition20/best.pt,configs/libero_long_sliding_window_corrected_h1.yaml,val,42,6.482318701669578,1.0222651688352093,45.376230911687045,7.155856181846466,6.482318701669578,1.0222651688352093,200,200,[6.482318701669578],[1.0222651688352093],"[0.060443812514005234, 0.060681752179388294, 0.013377916830804679, 0.06012002027279472, 0.06967709618790195, 0.03933755330316835, 45.07259276039898]","[0.1534283514507115, 0.13662720922380686, 0.08675775723764673, 0.12375780545175076, 0.13939178897067905, 0.10994403484743089, 6.40594923466444]",0.965,nan,0,0.044834493841399405,0.12560443930405504,0.05637822325462167,0.12436454308995355,45.07259276039898,6.40594923466444
